random	SNP_n	Gene_n
gtex_rsid7568.bed	6	12
gtex_rsid7569.bed	6	19
gtex_rsid7570.bed	1	1
gtex_rsid7571.bed	4	4
gtex_rsid7572.bed	5	7
gtex_rsid7573.bed	7	14
gtex_rsid7574.bed	3	5
gtex_rsid7575.bed	3	8
gtex_rsid7576.bed	2	7
gtex_rsid7577.bed	7	11
gtex_rsid7578.bed	3	7
gtex_rsid7579.bed	8	23
gtex_rsid7580.bed	6	9
gtex_rsid7581.bed	5	5
gtex_rsid7582.bed	5	7
gtex_rsid7583.bed	5	7
gtex_rsid7584.bed	5	14
gtex_rsid7585.bed	7	20
gtex_rsid7586.bed	2	17
gtex_rsid7587.bed	4	5
gtex_rsid7588.bed	3	5
gtex_rsid7589.bed	6	12
gtex_rsid7590.bed	5	12
gtex_rsid7591.bed	2	2
gtex_rsid7592.bed	5	11
gtex_rsid7593.bed	5	13
gtex_rsid7594.bed	2	4
gtex_rsid7595.bed	1	2
gtex_rsid7596.bed	5	6
gtex_rsid7597.bed	3	7
gtex_rsid7598.bed	0	0
gtex_rsid7599.bed	4	6
gtex_rsid7600.bed	3	8
gtex_rsid7601.bed	6	8
gtex_rsid7602.bed	3	5
gtex_rsid7603.bed	1	1
gtex_rsid7604.bed	8	17
gtex_rsid7605.bed	6	7
gtex_rsid7606.bed	1	1
gtex_rsid7607.bed	4	4
gtex_rsid7608.bed	4	8
gtex_rsid7609.bed	4	10
gtex_rsid7610.bed	2	3
gtex_rsid7611.bed	6	17
gtex_rsid7612.bed	7	15
gtex_rsid7613.bed	2	3
gtex_rsid7614.bed	3	3
gtex_rsid7615.bed	1	1
gtex_rsid7616.bed	4	8
gtex_rsid7617.bed	7	10
gtex_rsid7618.bed	3	3
gtex_rsid7619.bed	4	9
gtex_rsid7620.bed	6	11
gtex_rsid7621.bed	7	15
gtex_rsid7622.bed	2	2
gtex_rsid7623.bed	8	12
gtex_rsid7624.bed	5	7
gtex_rsid7625.bed	9	18
gtex_rsid7626.bed	8	21
gtex_rsid7627.bed	1	1
gtex_rsid7628.bed	10	12
gtex_rsid7629.bed	8	14
gtex_rsid7630.bed	2	3
gtex_rsid7631.bed	4	17
gtex_rsid7632.bed	12	33
gtex_rsid7633.bed	6	9
gtex_rsid7634.bed	3	18
gtex_rsid7635.bed	6	7
gtex_rsid7636.bed	6	11
gtex_rsid7637.bed	7	36
gtex_rsid7638.bed	2	2
gtex_rsid7639.bed	3	4
gtex_rsid7640.bed	4	7
gtex_rsid7641.bed	5	13
gtex_rsid7642.bed	1	1
gtex_rsid7643.bed	2	4
gtex_rsid7644.bed	6	10
gtex_rsid7645.bed	6	18
gtex_rsid7646.bed	5	7
gtex_rsid7647.bed	5	8
gtex_rsid7648.bed	0	0
gtex_rsid7649.bed	3	7
gtex_rsid7650.bed	5	21
gtex_rsid7651.bed	7	17
gtex_rsid7652.bed	3	5
gtex_rsid7653.bed	5	7
gtex_rsid7654.bed	3	3
gtex_rsid7655.bed	4	7
gtex_rsid7656.bed	3	11
gtex_rsid7657.bed	6	6
gtex_rsid7658.bed	3	3
gtex_rsid7659.bed	6	19
gtex_rsid7660.bed	6	24
gtex_rsid7661.bed	3	6
gtex_rsid7662.bed	6	21
gtex_rsid7663.bed	4	6
gtex_rsid7664.bed	4	7
gtex_rsid7665.bed	4	6
gtex_rsid7666.bed	1	1
gtex_rsid7667.bed	5	8
gtex_rsid7668.bed	7	20
gtex_rsid7669.bed	8	17
gtex_rsid7670.bed	4	4
gtex_rsid7671.bed	1	1
gtex_rsid7672.bed	7	10
gtex_rsid7673.bed	8	47
gtex_rsid7674.bed	3	8
gtex_rsid7675.bed	3	4
gtex_rsid7676.bed	2	4
gtex_rsid7677.bed	6	11
gtex_rsid7678.bed	3	6
gtex_rsid7679.bed	2	11
gtex_rsid7680.bed	7	12
gtex_rsid7681.bed	5	33
gtex_rsid7682.bed	3	9
gtex_rsid7683.bed	5	6
gtex_rsid7684.bed	5	6
gtex_rsid7685.bed	4	10
gtex_rsid7686.bed	8	15
gtex_rsid7687.bed	2	4
gtex_rsid7688.bed	4	5
gtex_rsid7689.bed	3	3
gtex_rsid7690.bed	4	6
gtex_rsid7691.bed	7	13
gtex_rsid7692.bed	3	3
gtex_rsid7693.bed	4	7
gtex_rsid7694.bed	4	9
gtex_rsid7695.bed	5	7
gtex_rsid7696.bed	5	13
gtex_rsid7697.bed	1	2
gtex_rsid7698.bed	4	4
gtex_rsid7699.bed	3	15
gtex_rsid7700.bed	9	12
gtex_rsid7701.bed	3	9
gtex_rsid7702.bed	5	17
gtex_rsid7703.bed	3	3
gtex_rsid7704.bed	7	10
gtex_rsid7705.bed	1	1
gtex_rsid7706.bed	5	21
gtex_rsid7707.bed	6	14
gtex_rsid7708.bed	4	4
gtex_rsid7709.bed	8	19
gtex_rsid7710.bed	4	6
gtex_rsid7711.bed	6	8
gtex_rsid7712.bed	2	2
gtex_rsid7713.bed	6	10
gtex_rsid7714.bed	8	24
gtex_rsid7715.bed	5	9
gtex_rsid7716.bed	8	13
gtex_rsid7717.bed	6	9
gtex_rsid7718.bed	4	7
gtex_rsid7719.bed	9	16
gtex_rsid7720.bed	3	5
gtex_rsid7721.bed	2	2
gtex_rsid7722.bed	1	19
gtex_rsid7723.bed	7	18
gtex_rsid7724.bed	3	10
gtex_rsid7725.bed	1	1
gtex_rsid7726.bed	9	16
gtex_rsid7727.bed	5	9
gtex_rsid7728.bed	5	6
gtex_rsid7729.bed	5	8
gtex_rsid7730.bed	3	3
gtex_rsid7731.bed	7	14
gtex_rsid7732.bed	4	8
gtex_rsid7733.bed	2	2
gtex_rsid7734.bed	4	5
gtex_rsid7735.bed	3	6
gtex_rsid7736.bed	5	6
gtex_rsid7737.bed	4	12
gtex_rsid7738.bed	7	10
gtex_rsid7739.bed	7	14
gtex_rsid7740.bed	5	7
gtex_rsid7741.bed	6	12
gtex_rsid7742.bed	5	8
gtex_rsid7743.bed	4	5
gtex_rsid7744.bed	4	13
gtex_rsid7745.bed	7	16
gtex_rsid7746.bed	6	19
gtex_rsid7747.bed	7	11
gtex_rsid7748.bed	2	3
gtex_rsid7749.bed	2	7
gtex_rsid7750.bed	8	12
gtex_rsid7751.bed	4	4
gtex_rsid7752.bed	4	5
gtex_rsid7753.bed	3	5
gtex_rsid7754.bed	5	11
gtex_rsid7755.bed	4	7
gtex_rsid7756.bed	4	12
gtex_rsid7757.bed	4	8
gtex_rsid7758.bed	4	21
gtex_rsid7759.bed	3	4
gtex_rsid7760.bed	4	8
gtex_rsid7761.bed	5	20
gtex_rsid7762.bed	5	9
gtex_rsid7763.bed	5	6
gtex_rsid7764.bed	6	15
gtex_rsid7765.bed	8	14
gtex_rsid7766.bed	8	14
gtex_rsid7767.bed	4	7
gtex_rsid7768.bed	6	15
gtex_rsid7769.bed	7	10
gtex_rsid7770.bed	6	14
gtex_rsid7771.bed	5	11
gtex_rsid7772.bed	4	4
gtex_rsid7773.bed	7	8
gtex_rsid7774.bed	3	3
gtex_rsid7775.bed	7	10
gtex_rsid7776.bed	4	10
gtex_rsid7777.bed	2	6
gtex_rsid7778.bed	4	9
gtex_rsid7779.bed	2	4
gtex_rsid7780.bed	4	8
gtex_rsid7781.bed	3	18
gtex_rsid7782.bed	7	12
gtex_rsid7783.bed	5	15
gtex_rsid7784.bed	4	12
gtex_rsid7785.bed	11	15
gtex_rsid7786.bed	3	11
gtex_rsid7787.bed	7	13
gtex_rsid7788.bed	9	20
gtex_rsid7789.bed	9	15
gtex_rsid7790.bed	4	8
gtex_rsid7791.bed	2	2
gtex_rsid7792.bed	7	10
gtex_rsid7793.bed	3	5
gtex_rsid7794.bed	3	6
gtex_rsid7795.bed	5	11
gtex_rsid7796.bed	4	9
gtex_rsid7797.bed	1	1
gtex_rsid7798.bed	5	15
gtex_rsid7799.bed	7	14
gtex_rsid7800.bed	7	10
gtex_rsid7801.bed	5	11
gtex_rsid7802.bed	11	28
gtex_rsid7803.bed	5	15
gtex_rsid7804.bed	4	5
gtex_rsid7805.bed	7	11
gtex_rsid7806.bed	3	4
gtex_rsid7807.bed	8	37
gtex_rsid7808.bed	4	24
gtex_rsid7809.bed	2	3
gtex_rsid7810.bed	6	13
gtex_rsid7811.bed	5	6
gtex_rsid7812.bed	7	10
gtex_rsid7813.bed	5	8
gtex_rsid7814.bed	2	23
gtex_rsid7815.bed	7	11
gtex_rsid7816.bed	3	3
gtex_rsid7817.bed	5	16
gtex_rsid7818.bed	9	20
gtex_rsid7819.bed	5	13
gtex_rsid7820.bed	8	11
gtex_rsid7821.bed	4	8
gtex_rsid7822.bed	5	13
gtex_rsid7823.bed	3	6
gtex_rsid7824.bed	4	12
gtex_rsid7825.bed	3	6
gtex_rsid7826.bed	4	11
gtex_rsid7827.bed	4	9
gtex_rsid7828.bed	4	5
gtex_rsid7829.bed	3	3
gtex_rsid7830.bed	1	1
gtex_rsid7831.bed	4	12
gtex_rsid7832.bed	5	10
gtex_rsid7833.bed	3	4
gtex_rsid7834.bed	3	6
gtex_rsid7835.bed	3	7
gtex_rsid7836.bed	6	15
gtex_rsid7837.bed	3	6
gtex_rsid7838.bed	1	3
gtex_rsid7839.bed	5	9
gtex_rsid7840.bed	9	16
gtex_rsid7841.bed	8	14
gtex_rsid7842.bed	5	9
gtex_rsid7843.bed	5	6
gtex_rsid7844.bed	4	29
gtex_rsid7845.bed	6	9
gtex_rsid7846.bed	6	8
gtex_rsid7847.bed	3	4
gtex_rsid7848.bed	8	13
gtex_rsid7849.bed	2	2
gtex_rsid7850.bed	11	50
gtex_rsid7851.bed	5	8
gtex_rsid7852.bed	3	4
gtex_rsid7853.bed	4	8
gtex_rsid7854.bed	1	2
gtex_rsid7855.bed	1	1
gtex_rsid7856.bed	3	6
gtex_rsid7857.bed	6	20
gtex_rsid7858.bed	4	6
gtex_rsid7859.bed	4	4
gtex_rsid7860.bed	5	11
gtex_rsid7861.bed	3	3
gtex_rsid7862.bed	4	7
gtex_rsid7863.bed	4	8
gtex_rsid7864.bed	1	2
gtex_rsid7865.bed	5	11
gtex_rsid7866.bed	3	4
gtex_rsid7867.bed	6	12
gtex_rsid7868.bed	7	12
gtex_rsid7869.bed	4	8
gtex_rsid7870.bed	5	9
gtex_rsid7871.bed	7	18
gtex_rsid7872.bed	8	11
gtex_rsid7873.bed	7	12
gtex_rsid7874.bed	3	4
gtex_rsid7875.bed	1	1
gtex_rsid7876.bed	4	7
gtex_rsid7877.bed	4	7
gtex_rsid7878.bed	5	10
gtex_rsid7879.bed	1	3
gtex_rsid7880.bed	8	12
gtex_rsid7881.bed	6	16
gtex_rsid7882.bed	7	14
gtex_rsid7883.bed	7	11
gtex_rsid7884.bed	4	18
gtex_rsid7885.bed	6	9
gtex_rsid7886.bed	3	3
gtex_rsid7887.bed	9	27
gtex_rsid7888.bed	6	19
gtex_rsid7889.bed	4	11
gtex_rsid7890.bed	3	13
gtex_rsid7891.bed	2	2
gtex_rsid7892.bed	5	12
gtex_rsid7893.bed	5	6
gtex_rsid7894.bed	4	4
gtex_rsid7895.bed	7	16
gtex_rsid7896.bed	2	5
gtex_rsid7897.bed	5	7
gtex_rsid7898.bed	4	7
gtex_rsid7899.bed	7	10
gtex_rsid7900.bed	5	10
gtex_rsid7901.bed	5	13
gtex_rsid7902.bed	2	3
gtex_rsid7903.bed	5	5
gtex_rsid7904.bed	1	3
gtex_rsid7905.bed	4	6
gtex_rsid7906.bed	6	10
gtex_rsid7907.bed	2	3
gtex_rsid7908.bed	7	12
gtex_rsid7909.bed	8	17
gtex_rsid7910.bed	6	14
gtex_rsid7911.bed	5	8
gtex_rsid7912.bed	2	2
gtex_rsid7913.bed	5	10
gtex_rsid7914.bed	4	5
gtex_rsid7915.bed	6	9
gtex_rsid7916.bed	1	2
gtex_rsid7917.bed	7	14
gtex_rsid7918.bed	6	17
gtex_rsid7919.bed	5	8
gtex_rsid7920.bed	3	4
gtex_rsid7921.bed	4	9
gtex_rsid7922.bed	3	9
gtex_rsid7923.bed	4	6
gtex_rsid7924.bed	7	12
gtex_rsid7925.bed	2	4
gtex_rsid7926.bed	6	8
gtex_rsid7927.bed	7	47
gtex_rsid7928.bed	2	2
gtex_rsid7929.bed	1	1
gtex_rsid7930.bed	3	3
gtex_rsid7931.bed	6	6
gtex_rsid7932.bed	4	5
gtex_rsid7933.bed	3	6
gtex_rsid7934.bed	2	12
gtex_rsid7935.bed	4	11
gtex_rsid7936.bed	4	4
gtex_rsid7937.bed	5	7
gtex_rsid7938.bed	7	13
gtex_rsid7939.bed	2	3
gtex_rsid7940.bed	5	17
gtex_rsid7941.bed	4	6
gtex_rsid7942.bed	5	6
gtex_rsid7943.bed	3	4
gtex_rsid7944.bed	7	18
gtex_rsid7945.bed	5	14
gtex_rsid7946.bed	11	17
gtex_rsid7947.bed	5	8
gtex_rsid7948.bed	1	16
gtex_rsid7949.bed	5	5
gtex_rsid7950.bed	4	18
gtex_rsid7951.bed	4	11
gtex_rsid7952.bed	4	7
gtex_rsid7953.bed	6	12
gtex_rsid7954.bed	7	12
gtex_rsid7955.bed	2	3
gtex_rsid7956.bed	6	7
gtex_rsid7957.bed	4	11
gtex_rsid7958.bed	6	7
gtex_rsid7959.bed	3	4
gtex_rsid7960.bed	4	6
gtex_rsid7961.bed	7	20
gtex_rsid7962.bed	7	22
gtex_rsid7963.bed	4	25
gtex_rsid7964.bed	6	14
gtex_rsid7965.bed	7	18
gtex_rsid7966.bed	5	12
gtex_rsid7967.bed	6	14
gtex_rsid7968.bed	4	11
gtex_rsid7969.bed	3	4
gtex_rsid7970.bed	1	2
gtex_rsid7971.bed	5	9
gtex_rsid7972.bed	6	10
gtex_rsid7973.bed	3	3
gtex_rsid7974.bed	6	10
gtex_rsid7975.bed	5	13
gtex_rsid7976.bed	7	16
gtex_rsid7977.bed	10	26
gtex_rsid7978.bed	2	3
gtex_rsid7979.bed	5	11
gtex_rsid7980.bed	5	9
gtex_rsid7981.bed	5	8
gtex_rsid7982.bed	6	12
gtex_rsid7983.bed	6	21
gtex_rsid7984.bed	3	3
gtex_rsid7985.bed	2	6
gtex_rsid7986.bed	7	12
gtex_rsid7987.bed	5	13
gtex_rsid7988.bed	1	6
gtex_rsid7989.bed	2	5
gtex_rsid7990.bed	5	6
gtex_rsid7991.bed	3	5
gtex_rsid7992.bed	8	15
gtex_rsid7993.bed	5	16
gtex_rsid7994.bed	5	7
gtex_rsid7995.bed	4	6
gtex_rsid7996.bed	9	30
gtex_rsid7997.bed	5	8
gtex_rsid7998.bed	6	14
gtex_rsid7999.bed	3	3
gtex_rsid8000.bed	4	5
gtex_rsid8001.bed	1	3
gtex_rsid8002.bed	4	6
gtex_rsid8003.bed	3	6
gtex_rsid8004.bed	6	9
gtex_rsid8005.bed	2	3
gtex_rsid8006.bed	4	5
gtex_rsid8007.bed	3	3
gtex_rsid8008.bed	6	8
gtex_rsid8009.bed	3	5
gtex_rsid8010.bed	4	5
gtex_rsid8011.bed	3	6
gtex_rsid8012.bed	5	5
gtex_rsid8013.bed	3	6
gtex_rsid8014.bed	4	5
gtex_rsid8015.bed	7	26
gtex_rsid8016.bed	3	3
gtex_rsid8017.bed	1	2
gtex_rsid8018.bed	7	11
gtex_rsid8019.bed	5	12
gtex_rsid8020.bed	5	7
gtex_rsid8021.bed	3	3
gtex_rsid8022.bed	15	34
gtex_rsid8023.bed	8	8
gtex_rsid8024.bed	6	9
gtex_rsid8025.bed	4	12
gtex_rsid8026.bed	4	15
gtex_rsid8027.bed	4	8
gtex_rsid8028.bed	5	7
gtex_rsid8029.bed	5	5
gtex_rsid8030.bed	4	5
gtex_rsid8031.bed	3	3
gtex_rsid8032.bed	5	14
gtex_rsid8033.bed	5	17
gtex_rsid8034.bed	1	1
gtex_rsid8035.bed	6	8
gtex_rsid8036.bed	6	11
gtex_rsid8037.bed	4	7
gtex_rsid8038.bed	3	4
gtex_rsid8039.bed	5	19
gtex_rsid8040.bed	3	15
gtex_rsid8041.bed	5	6
gtex_rsid8042.bed	5	10
gtex_rsid8043.bed	7	14
gtex_rsid8044.bed	6	9
gtex_rsid8045.bed	6	8
gtex_rsid8046.bed	5	10
gtex_rsid8047.bed	1	7
gtex_rsid8048.bed	5	6
gtex_rsid8049.bed	5	6
gtex_rsid8050.bed	2	2
gtex_rsid8051.bed	3	13
gtex_rsid8052.bed	5	6
gtex_rsid8053.bed	4	7
gtex_rsid8054.bed	6	17
gtex_rsid8055.bed	5	7
gtex_rsid8056.bed	5	11
gtex_rsid8057.bed	0	0
gtex_rsid8058.bed	3	10
gtex_rsid8059.bed	5	9
gtex_rsid8060.bed	8	8
gtex_rsid8061.bed	10	19
gtex_rsid8062.bed	3	7
gtex_rsid8063.bed	5	8
gtex_rsid8064.bed	7	11
gtex_rsid8065.bed	3	11
gtex_rsid8066.bed	4	8
gtex_rsid8067.bed	3	7
gtex_rsid8068.bed	4	5
gtex_rsid8069.bed	2	8
gtex_rsid8070.bed	5	21
gtex_rsid8071.bed	8	12
gtex_rsid8072.bed	4	10
gtex_rsid8073.bed	6	26
gtex_rsid8074.bed	2	2
gtex_rsid8075.bed	3	7
gtex_rsid8076.bed	2	3
gtex_rsid8077.bed	6	10
gtex_rsid8078.bed	10	31
gtex_rsid8079.bed	3	3
gtex_rsid8080.bed	5	10
gtex_rsid8081.bed	1	1
gtex_rsid8082.bed	8	11
gtex_rsid8083.bed	10	27
gtex_rsid8084.bed	6	11
gtex_rsid8085.bed	5	9
gtex_rsid8086.bed	5	22
gtex_rsid8087.bed	5	16
gtex_rsid8088.bed	8	13
gtex_rsid8089.bed	3	4
gtex_rsid8090.bed	4	4
gtex_rsid8091.bed	3	4
gtex_rsid8092.bed	3	14
gtex_rsid8093.bed	6	11
gtex_rsid8094.bed	5	38
gtex_rsid8095.bed	4	9
gtex_rsid8096.bed	4	7
gtex_rsid8097.bed	8	15
gtex_rsid8098.bed	4	5
gtex_rsid8099.bed	5	6
gtex_rsid8100.bed	8	12
gtex_rsid8101.bed	3	3
gtex_rsid8102.bed	7	10
gtex_rsid8103.bed	3	3
gtex_rsid8104.bed	4	6
gtex_rsid8105.bed	6	9
gtex_rsid8106.bed	2	2
gtex_rsid8107.bed	4	6
gtex_rsid8108.bed	1	2
gtex_rsid8109.bed	4	9
gtex_rsid8110.bed	3	7
gtex_rsid8111.bed	4	6
gtex_rsid8112.bed	5	11
gtex_rsid8113.bed	6	17
gtex_rsid8114.bed	4	6
gtex_rsid8115.bed	4	6
gtex_rsid8116.bed	8	22
gtex_rsid8117.bed	3	4
gtex_rsid8118.bed	5	12
gtex_rsid8119.bed	3	8
gtex_rsid8120.bed	7	10
gtex_rsid8121.bed	6	12
gtex_rsid8122.bed	4	5
gtex_rsid8123.bed	3	12
gtex_rsid8124.bed	3	4
gtex_rsid8125.bed	6	10
gtex_rsid8126.bed	7	9
gtex_rsid8127.bed	4	8
gtex_rsid8128.bed	4	8
gtex_rsid8129.bed	4	9
gtex_rsid8130.bed	6	14
gtex_rsid8131.bed	3	6
gtex_rsid8132.bed	3	3
gtex_rsid8133.bed	7	15
gtex_rsid8134.bed	3	9
gtex_rsid8135.bed	3	12
gtex_rsid8136.bed	3	8
gtex_rsid8137.bed	4	6
gtex_rsid8138.bed	3	7
gtex_rsid8139.bed	3	4
gtex_rsid8140.bed	9	17
gtex_rsid8141.bed	3	10
gtex_rsid8142.bed	3	3
gtex_rsid8143.bed	9	42
gtex_rsid8144.bed	2	9
gtex_rsid8145.bed	5	10
gtex_rsid8146.bed	7	12
gtex_rsid8147.bed	6	15
gtex_rsid8148.bed	5	10
gtex_rsid8149.bed	4	4
gtex_rsid8150.bed	3	3
gtex_rsid8151.bed	4	12
gtex_rsid8152.bed	6	12
gtex_rsid8153.bed	2	2
gtex_rsid8154.bed	10	21
gtex_rsid8155.bed	7	8
gtex_rsid8156.bed	4	9
gtex_rsid8157.bed	4	7
gtex_rsid8158.bed	2	5
gtex_rsid8159.bed	7	19
gtex_rsid8160.bed	7	13
gtex_rsid8161.bed	2	4
gtex_rsid8162.bed	3	5
gtex_rsid8163.bed	5	17
gtex_rsid8164.bed	3	6
gtex_rsid8165.bed	5	12
gtex_rsid8166.bed	3	6
gtex_rsid8167.bed	2	3
gtex_rsid8168.bed	4	5
gtex_rsid8169.bed	7	14
gtex_rsid8170.bed	7	12
gtex_rsid8171.bed	3	9
gtex_rsid8172.bed	7	21
gtex_rsid8173.bed	6	9
gtex_rsid8174.bed	9	16
gtex_rsid8175.bed	6	14
gtex_rsid8176.bed	0	0
gtex_rsid8177.bed	4	9
gtex_rsid8178.bed	6	13
gtex_rsid8179.bed	1	1
gtex_rsid8180.bed	6	7
gtex_rsid8181.bed	4	19
gtex_rsid8182.bed	4	6
gtex_rsid8183.bed	8	9
gtex_rsid8184.bed	9	10
gtex_rsid8185.bed	2	2
gtex_rsid8186.bed	7	11
gtex_rsid8187.bed	4	9
gtex_rsid8188.bed	6	11
gtex_rsid8189.bed	2	2
gtex_rsid8190.bed	5	8
gtex_rsid8191.bed	2	3
gtex_rsid8192.bed	3	5
gtex_rsid8193.bed	4	5
gtex_rsid8194.bed	6	15
gtex_rsid8195.bed	0	0
gtex_rsid8196.bed	2	3
gtex_rsid8197.bed	3	5
gtex_rsid8198.bed	5	24
gtex_rsid8199.bed	1	1
gtex_rsid8200.bed	2	3
gtex_rsid8201.bed	7	15
gtex_rsid8202.bed	6	10
gtex_rsid8203.bed	9	12
gtex_rsid8204.bed	6	10
gtex_rsid8205.bed	3	9
gtex_rsid8206.bed	4	13
gtex_rsid8207.bed	4	8
gtex_rsid8208.bed	2	4
gtex_rsid8209.bed	6	17
gtex_rsid8210.bed	5	17
gtex_rsid8211.bed	5	6
gtex_rsid8212.bed	5	22
gtex_rsid8213.bed	5	12
gtex_rsid8214.bed	6	10
gtex_rsid8215.bed	3	9
gtex_rsid8216.bed	8	24
gtex_rsid8217.bed	3	15
gtex_rsid8218.bed	6	13
gtex_rsid8219.bed	6	13
gtex_rsid8220.bed	6	19
gtex_rsid8221.bed	8	10
gtex_rsid8222.bed	5	9
gtex_rsid8223.bed	1	2
gtex_rsid8224.bed	8	14
gtex_rsid8225.bed	4	8
gtex_rsid8226.bed	4	9
gtex_rsid8227.bed	7	8
gtex_rsid8228.bed	6	8
gtex_rsid8229.bed	8	10
gtex_rsid8230.bed	4	14
gtex_rsid8231.bed	3	11
gtex_rsid8232.bed	4	17
gtex_rsid8233.bed	2	2
gtex_rsid8234.bed	4	8
gtex_rsid8235.bed	4	18
gtex_rsid8236.bed	3	4
gtex_rsid8237.bed	1	1
gtex_rsid8238.bed	8	8
gtex_rsid8239.bed	6	14
gtex_rsid8240.bed	4	9
gtex_rsid8241.bed	4	5
gtex_rsid8242.bed	5	10
gtex_rsid8243.bed	3	10
gtex_rsid8244.bed	8	9
gtex_rsid8245.bed	3	3
gtex_rsid8246.bed	7	12
gtex_rsid8247.bed	5	5
gtex_rsid8248.bed	8	25
gtex_rsid8249.bed	4	14
gtex_rsid8250.bed	6	6
gtex_rsid8251.bed	6	8
gtex_rsid8252.bed	3	6
gtex_rsid8253.bed	3	7
gtex_rsid8254.bed	4	10
gtex_rsid8255.bed	4	24
gtex_rsid8256.bed	6	19
gtex_rsid8257.bed	7	15
gtex_rsid8258.bed	9	26
gtex_rsid8259.bed	4	5
gtex_rsid8260.bed	2	9
gtex_rsid8261.bed	7	8
gtex_rsid8262.bed	4	4
gtex_rsid8263.bed	6	7
gtex_rsid8264.bed	6	15
gtex_rsid8265.bed	3	6
gtex_rsid8266.bed	6	11
gtex_rsid8267.bed	8	16
gtex_rsid8268.bed	5	21
gtex_rsid8269.bed	2	2
gtex_rsid8270.bed	2	4
gtex_rsid8271.bed	4	4
gtex_rsid8272.bed	3	6
gtex_rsid8273.bed	7	9
gtex_rsid8274.bed	6	10
gtex_rsid8275.bed	6	13
gtex_rsid8276.bed	6	15
gtex_rsid8277.bed	9	16
gtex_rsid8278.bed	3	4
gtex_rsid8279.bed	8	15
gtex_rsid8280.bed	5	8
gtex_rsid8281.bed	1	3
gtex_rsid8282.bed	3	4
gtex_rsid8283.bed	7	12
gtex_rsid8284.bed	2	3
gtex_rsid8285.bed	1	4
gtex_rsid8286.bed	1	5
gtex_rsid8287.bed	5	7
gtex_rsid8288.bed	5	12
gtex_rsid8289.bed	6	23
gtex_rsid8290.bed	3	5
gtex_rsid8291.bed	5	10
gtex_rsid8292.bed	6	7
gtex_rsid8293.bed	2	3
gtex_rsid8294.bed	5	12
gtex_rsid8295.bed	3	8
gtex_rsid8296.bed	4	16
gtex_rsid8297.bed	5	16
gtex_rsid8298.bed	6	9
gtex_rsid8299.bed	8	11
gtex_rsid8300.bed	2	2
gtex_rsid8301.bed	2	4
gtex_rsid8302.bed	4	5
gtex_rsid8303.bed	5	7
gtex_rsid8304.bed	6	9
gtex_rsid8305.bed	3	4
gtex_rsid8306.bed	3	4
gtex_rsid8307.bed	3	4
gtex_rsid8308.bed	3	5
gtex_rsid8309.bed	3	4
gtex_rsid8310.bed	6	10
gtex_rsid8311.bed	9	17
gtex_rsid8312.bed	1	2
gtex_rsid8313.bed	3	5
gtex_rsid8314.bed	6	8
gtex_rsid8315.bed	4	9
gtex_rsid8316.bed	4	6
gtex_rsid8317.bed	8	12
gtex_rsid8318.bed	5	11
gtex_rsid8319.bed	6	9
gtex_rsid8320.bed	3	4
gtex_rsid8321.bed	3	5
gtex_rsid8322.bed	5	6
gtex_rsid8323.bed	5	8
gtex_rsid8324.bed	1	1
gtex_rsid8325.bed	7	15
gtex_rsid8326.bed	4	4
gtex_rsid8327.bed	2	7
gtex_rsid8328.bed	5	13
gtex_rsid8329.bed	7	11
gtex_rsid8330.bed	6	7
gtex_rsid8331.bed	5	9
gtex_rsid8332.bed	6	11
gtex_rsid8333.bed	5	6
gtex_rsid8334.bed	2	5
gtex_rsid8335.bed	4	5
gtex_rsid8336.bed	5	6
gtex_rsid8337.bed	5	13
gtex_rsid8338.bed	5	13
gtex_rsid8339.bed	2	5
gtex_rsid8340.bed	10	17
gtex_rsid8341.bed	3	5
gtex_rsid8342.bed	3	8
gtex_rsid8343.bed	6	14
gtex_rsid8344.bed	4	4
gtex_rsid8345.bed	1	3
gtex_rsid8346.bed	4	9
gtex_rsid8347.bed	7	12
gtex_rsid8348.bed	4	8
gtex_rsid8349.bed	6	11
gtex_rsid8350.bed	5	7
gtex_rsid8351.bed	1	1
gtex_rsid8352.bed	7	16
gtex_rsid8353.bed	5	7
gtex_rsid8354.bed	6	9
gtex_rsid8355.bed	2	3
gtex_rsid8356.bed	3	9
gtex_rsid8357.bed	7	13
gtex_rsid8358.bed	5	9
gtex_rsid8359.bed	5	6
gtex_rsid8360.bed	3	3
gtex_rsid8361.bed	1	1
gtex_rsid8362.bed	5	7
gtex_rsid8363.bed	5	8
gtex_rsid8364.bed	5	14
gtex_rsid8365.bed	3	6
gtex_rsid8366.bed	5	11
gtex_rsid8367.bed	4	4
gtex_rsid8368.bed	3	4
gtex_rsid8369.bed	3	3
gtex_rsid8370.bed	2	6
gtex_rsid8371.bed	8	13
gtex_rsid8372.bed	1	1
gtex_rsid8373.bed	4	5
gtex_rsid8374.bed	3	4
gtex_rsid8375.bed	5	5
gtex_rsid8376.bed	7	20
gtex_rsid8377.bed	6	15
gtex_rsid8378.bed	3	12
gtex_rsid8379.bed	6	8
gtex_rsid8380.bed	6	8
gtex_rsid8381.bed	6	8
gtex_rsid8382.bed	3	9
gtex_rsid8383.bed	6	16
gtex_rsid8384.bed	3	4
gtex_rsid8385.bed	7	10
gtex_rsid8386.bed	6	7
gtex_rsid8387.bed	6	10
gtex_rsid8388.bed	2	2
gtex_rsid8389.bed	8	12
