random	SNP_n	lncRNA_n
lncrna_rsid821.bed	20	23
lncrna_rsid822.bed	25	34
lncrna_rsid823.bed	16	18
lncrna_rsid824.bed	19	25
lncrna_rsid825.bed	28	33
lncrna_rsid826.bed	16	26
lncrna_rsid827.bed	19	29
lncrna_rsid828.bed	25	32
lncrna_rsid829.bed	24	28
lncrna_rsid830.bed	20	32
lncrna_rsid831.bed	17	17
lncrna_rsid832.bed	16	20
lncrna_rsid833.bed	18	26
lncrna_rsid834.bed	20	27
lncrna_rsid835.bed	22	25
lncrna_rsid836.bed	20	26
lncrna_rsid837.bed	20	28
lncrna_rsid838.bed	18	23
lncrna_rsid839.bed	20	24
lncrna_rsid840.bed	16	18
lncrna_rsid841.bed	18	19
lncrna_rsid842.bed	17	21
lncrna_rsid843.bed	21	31
lncrna_rsid844.bed	14	16
lncrna_rsid845.bed	16	28
lncrna_rsid846.bed	24	31
lncrna_rsid847.bed	19	29
lncrna_rsid848.bed	25	44
lncrna_rsid849.bed	21	40
lncrna_rsid850.bed	28	36
lncrna_rsid851.bed	21	26
lncrna_rsid852.bed	29	54
lncrna_rsid853.bed	19	38
lncrna_rsid854.bed	15	30
lncrna_rsid855.bed	16	19
lncrna_rsid856.bed	23	29
lncrna_rsid857.bed	26	35
lncrna_rsid858.bed	26	36
lncrna_rsid859.bed	16	22
lncrna_rsid860.bed	13	16
lncrna_rsid861.bed	23	30
lncrna_rsid862.bed	20	25
lncrna_rsid863.bed	21	35
lncrna_rsid864.bed	26	31
lncrna_rsid865.bed	27	38
lncrna_rsid866.bed	17	21
lncrna_rsid867.bed	27	38
lncrna_rsid868.bed	17	22
lncrna_rsid869.bed	27	36
lncrna_rsid870.bed	16	25
lncrna_rsid871.bed	18	21
lncrna_rsid872.bed	11	14
lncrna_rsid873.bed	20	29
lncrna_rsid874.bed	20	25
lncrna_rsid875.bed	20	23
lncrna_rsid876.bed	25	37
lncrna_rsid877.bed	23	31
lncrna_rsid878.bed	18	23
lncrna_rsid879.bed	20	27
lncrna_rsid880.bed	18	22
lncrna_rsid881.bed	19	23
lncrna_rsid882.bed	28	46
lncrna_rsid883.bed	27	34
lncrna_rsid884.bed	18	24
lncrna_rsid885.bed	24	37
lncrna_rsid886.bed	19	29
lncrna_rsid887.bed	17	23
lncrna_rsid888.bed	15	23
lncrna_rsid889.bed	17	24
lncrna_rsid890.bed	23	30
lncrna_rsid891.bed	14	20
lncrna_rsid892.bed	26	30
lncrna_rsid893.bed	31	42
lncrna_rsid894.bed	13	22
lncrna_rsid895.bed	19	25
lncrna_rsid896.bed	22	34
lncrna_rsid897.bed	15	22
lncrna_rsid898.bed	20	22
lncrna_rsid899.bed	27	38
lncrna_rsid900.bed	15	16
lncrna_rsid901.bed	27	39
lncrna_rsid902.bed	20	24
lncrna_rsid903.bed	16	25
lncrna_rsid904.bed	18	29
lncrna_rsid905.bed	22	38
lncrna_rsid906.bed	22	30
lncrna_rsid907.bed	17	31
lncrna_rsid908.bed	27	34
lncrna_rsid909.bed	20	25
lncrna_rsid910.bed	13	16
lncrna_rsid911.bed	20	26
lncrna_rsid912.bed	15	20
lncrna_rsid913.bed	23	33
lncrna_rsid914.bed	19	28
lncrna_rsid915.bed	22	29
lncrna_rsid916.bed	22	27
lncrna_rsid917.bed	31	48
lncrna_rsid918.bed	13	15
lncrna_rsid919.bed	16	27
lncrna_rsid920.bed	17	22
lncrna_rsid921.bed	29	36
lncrna_rsid922.bed	20	21
lncrna_rsid923.bed	19	27
lncrna_rsid924.bed	15	19
lncrna_rsid925.bed	14	26
lncrna_rsid926.bed	7	13
lncrna_rsid927.bed	19	28
lncrna_rsid928.bed	20	30
lncrna_rsid929.bed	17	26
lncrna_rsid930.bed	18	21
lncrna_rsid931.bed	13	22
lncrna_rsid932.bed	28	30
lncrna_rsid933.bed	23	34
lncrna_rsid934.bed	20	27
lncrna_rsid935.bed	26	58
lncrna_rsid936.bed	15	18
lncrna_rsid937.bed	26	29
lncrna_rsid938.bed	24	28
lncrna_rsid939.bed	17	24
lncrna_rsid940.bed	21	35
lncrna_rsid941.bed	26	31
lncrna_rsid942.bed	23	29
lncrna_rsid943.bed	14	22
lncrna_rsid944.bed	21	29
lncrna_rsid945.bed	12	12
lncrna_rsid946.bed	20	26
lncrna_rsid947.bed	21	26
lncrna_rsid948.bed	17	23
lncrna_rsid949.bed	17	45
lncrna_rsid950.bed	15	21
lncrna_rsid951.bed	22	32
lncrna_rsid952.bed	25	28
lncrna_rsid953.bed	13	17
lncrna_rsid954.bed	25	44
lncrna_rsid955.bed	21	29
lncrna_rsid956.bed	18	18
lncrna_rsid957.bed	19	30
lncrna_rsid958.bed	16	55
lncrna_rsid959.bed	19	26
lncrna_rsid960.bed	27	43
lncrna_rsid961.bed	19	50
lncrna_rsid962.bed	24	35
lncrna_rsid963.bed	21	26
lncrna_rsid964.bed	25	42
lncrna_rsid965.bed	25	32
lncrna_rsid966.bed	21	28
lncrna_rsid967.bed	16	35
lncrna_rsid968.bed	23	45
lncrna_rsid969.bed	27	34
lncrna_rsid970.bed	18	19
lncrna_rsid971.bed	33	52
lncrna_rsid972.bed	21	27
lncrna_rsid973.bed	19	29
lncrna_rsid974.bed	12	13
lncrna_rsid975.bed	25	36
lncrna_rsid976.bed	22	33
lncrna_rsid977.bed	27	40
lncrna_rsid978.bed	23	31
lncrna_rsid979.bed	17	22
lncrna_rsid980.bed	16	21
lncrna_rsid981.bed	21	26
lncrna_rsid982.bed	23	31
lncrna_rsid983.bed	22	43
lncrna_rsid984.bed	19	42
lncrna_rsid985.bed	19	29
lncrna_rsid986.bed	26	36
lncrna_rsid987.bed	16	25
lncrna_rsid988.bed	19	25
lncrna_rsid989.bed	23	28
lncrna_rsid990.bed	27	34
lncrna_rsid991.bed	17	24
lncrna_rsid992.bed	32	66
lncrna_rsid993.bed	23	42
lncrna_rsid994.bed	16	17
lncrna_rsid995.bed	25	29
lncrna_rsid996.bed	25	44
lncrna_rsid997.bed	19	25
lncrna_rsid998.bed	21	38
lncrna_rsid999.bed	19	22
lncrna_rsid1000.bed	23	29
lncrna_rsid1001.bed	20	26
lncrna_rsid1002.bed	22	26
lncrna_rsid1003.bed	20	32
lncrna_rsid1004.bed	15	17
lncrna_rsid1005.bed	13	14
lncrna_rsid1006.bed	25	45
lncrna_rsid1007.bed	26	47
lncrna_rsid1008.bed	17	20
lncrna_rsid1009.bed	22	31
lncrna_rsid1010.bed	24	35
lncrna_rsid1011.bed	31	49
lncrna_rsid1012.bed	22	33
lncrna_rsid1013.bed	20	32
lncrna_rsid1014.bed	21	23
lncrna_rsid1015.bed	20	24
lncrna_rsid1016.bed	19	23
lncrna_rsid1017.bed	19	24
lncrna_rsid1018.bed	22	27
lncrna_rsid1019.bed	28	38
lncrna_rsid1020.bed	18	24
lncrna_rsid1021.bed	26	36
lncrna_rsid1022.bed	20	25
lncrna_rsid1023.bed	16	21
lncrna_rsid1024.bed	22	28
lncrna_rsid1025.bed	24	38
lncrna_rsid1026.bed	18	22
lncrna_rsid1027.bed	16	19
lncrna_rsid1028.bed	19	37
lncrna_rsid1029.bed	23	25
lncrna_rsid1030.bed	18	28
lncrna_rsid1031.bed	24	28
lncrna_rsid1032.bed	17	18
lncrna_rsid1033.bed	18	33
lncrna_rsid1034.bed	17	22
lncrna_rsid1035.bed	19	27
lncrna_rsid1036.bed	17	20
lncrna_rsid1037.bed	18	19
lncrna_rsid1038.bed	22	31
lncrna_rsid1039.bed	20	35
lncrna_rsid1040.bed	20	33
lncrna_rsid1041.bed	14	16
lncrna_rsid1042.bed	26	26
lncrna_rsid1043.bed	29	42
lncrna_rsid1044.bed	23	29
lncrna_rsid1045.bed	17	19
lncrna_rsid1046.bed	17	21
lncrna_rsid1047.bed	20	23
lncrna_rsid1048.bed	26	31
lncrna_rsid1049.bed	24	49
lncrna_rsid1050.bed	19	24
lncrna_rsid1051.bed	23	32
lncrna_rsid1052.bed	22	30
lncrna_rsid1053.bed	20	25
lncrna_rsid1054.bed	23	42
lncrna_rsid1055.bed	25	45
lncrna_rsid1056.bed	21	34
lncrna_rsid1057.bed	18	24
lncrna_rsid1058.bed	20	26
lncrna_rsid1059.bed	28	40
lncrna_rsid1060.bed	23	34
lncrna_rsid1061.bed	21	29
lncrna_rsid1062.bed	15	26
lncrna_rsid1063.bed	20	34
lncrna_rsid1064.bed	18	25
lncrna_rsid1065.bed	23	33
lncrna_rsid1066.bed	17	17
lncrna_rsid1067.bed	22	32
lncrna_rsid1068.bed	16	23
lncrna_rsid1069.bed	17	21
lncrna_rsid1070.bed	22	30
lncrna_rsid1071.bed	17	23
lncrna_rsid1072.bed	18	33
lncrna_rsid1073.bed	17	23
lncrna_rsid1074.bed	19	25
lncrna_rsid1075.bed	16	20
lncrna_rsid1076.bed	18	30
lncrna_rsid1077.bed	20	34
lncrna_rsid1078.bed	16	31
lncrna_rsid1079.bed	20	35
lncrna_rsid1080.bed	26	34
lncrna_rsid1081.bed	22	28
lncrna_rsid1082.bed	25	42
lncrna_rsid1083.bed	13	15
lncrna_rsid1084.bed	22	32
lncrna_rsid1085.bed	15	20
lncrna_rsid1086.bed	19	25
lncrna_rsid1087.bed	18	26
lncrna_rsid1088.bed	17	25
lncrna_rsid1089.bed	21	32
lncrna_rsid1090.bed	22	34
lncrna_rsid1091.bed	22	27
lncrna_rsid1092.bed	22	26
lncrna_rsid1093.bed	22	39
lncrna_rsid1094.bed	16	16
lncrna_rsid1095.bed	25	41
lncrna_rsid1096.bed	21	28
lncrna_rsid1097.bed	19	30
lncrna_rsid1098.bed	18	28
lncrna_rsid1099.bed	19	24
lncrna_rsid1100.bed	22	40
lncrna_rsid1101.bed	17	25
lncrna_rsid1102.bed	21	39
lncrna_rsid1103.bed	22	28
lncrna_rsid1104.bed	29	43
lncrna_rsid1105.bed	15	16
lncrna_rsid1106.bed	22	28
lncrna_rsid1107.bed	21	31
lncrna_rsid1108.bed	17	26
lncrna_rsid1109.bed	16	25
lncrna_rsid1110.bed	16	17
lncrna_rsid1111.bed	19	27
lncrna_rsid1112.bed	20	28
lncrna_rsid1113.bed	23	27
lncrna_rsid1114.bed	16	23
lncrna_rsid1115.bed	15	17
lncrna_rsid1116.bed	17	17
lncrna_rsid1117.bed	18	25
lncrna_rsid1118.bed	30	41
lncrna_rsid1119.bed	14	15
lncrna_rsid1120.bed	10	14
lncrna_rsid1121.bed	20	35
lncrna_rsid1122.bed	20	33
lncrna_rsid1123.bed	29	52
lncrna_rsid1124.bed	15	20
lncrna_rsid1125.bed	19	39
lncrna_rsid1126.bed	19	26
lncrna_rsid1127.bed	18	21
lncrna_rsid1128.bed	20	35
lncrna_rsid1129.bed	26	34
lncrna_rsid1130.bed	13	16
lncrna_rsid1131.bed	17	23
lncrna_rsid1132.bed	35	52
lncrna_rsid1133.bed	24	36
lncrna_rsid1134.bed	15	15
lncrna_rsid1135.bed	19	24
lncrna_rsid1136.bed	24	38
lncrna_rsid1137.bed	26	31
lncrna_rsid1138.bed	16	30
lncrna_rsid1139.bed	19	23
lncrna_rsid1140.bed	25	32
lncrna_rsid1141.bed	20	23
lncrna_rsid1142.bed	17	30
lncrna_rsid1143.bed	19	22
lncrna_rsid1144.bed	31	39
lncrna_rsid1145.bed	22	30
lncrna_rsid1146.bed	25	28
lncrna_rsid1147.bed	26	33
lncrna_rsid1148.bed	23	37
lncrna_rsid1149.bed	15	22
lncrna_rsid1150.bed	20	32
lncrna_rsid1151.bed	25	39
lncrna_rsid1152.bed	24	32
lncrna_rsid1153.bed	32	46
lncrna_rsid1154.bed	22	32
lncrna_rsid1155.bed	22	26
lncrna_rsid1156.bed	20	23
lncrna_rsid1157.bed	24	33
lncrna_rsid1158.bed	27	31
lncrna_rsid1159.bed	23	33
lncrna_rsid1160.bed	8	13
lncrna_rsid1161.bed	14	19
lncrna_rsid1162.bed	16	24
lncrna_rsid1163.bed	23	38
lncrna_rsid1164.bed	20	25
lncrna_rsid1165.bed	16	24
lncrna_rsid1166.bed	19	24
lncrna_rsid1167.bed	20	21
lncrna_rsid1168.bed	19	39
lncrna_rsid1169.bed	18	22
lncrna_rsid1170.bed	20	26
lncrna_rsid1171.bed	18	23
lncrna_rsid1172.bed	18	29
lncrna_rsid1173.bed	24	33
lncrna_rsid1174.bed	21	24
lncrna_rsid1175.bed	24	32
lncrna_rsid1176.bed	16	17
lncrna_rsid1177.bed	16	21
lncrna_rsid1178.bed	26	29
lncrna_rsid1179.bed	23	25
lncrna_rsid1180.bed	19	20
lncrna_rsid1181.bed	16	22
lncrna_rsid1182.bed	15	18
lncrna_rsid1183.bed	21	29
lncrna_rsid1184.bed	21	33
lncrna_rsid1185.bed	21	25
lncrna_rsid1186.bed	25	45
lncrna_rsid1187.bed	31	42
lncrna_rsid1188.bed	17	21
lncrna_rsid1189.bed	18	24
lncrna_rsid1190.bed	18	25
lncrna_rsid1191.bed	14	20
lncrna_rsid1192.bed	19	22
lncrna_rsid1193.bed	20	30
lncrna_rsid1194.bed	15	28
lncrna_rsid1195.bed	22	26
lncrna_rsid1196.bed	20	28
lncrna_rsid1197.bed	19	25
lncrna_rsid1198.bed	22	29
lncrna_rsid1199.bed	14	17
lncrna_rsid1200.bed	19	23
lncrna_rsid1201.bed	27	36
lncrna_rsid1202.bed	19	30
lncrna_rsid1203.bed	30	37
lncrna_rsid1204.bed	19	28
lncrna_rsid1205.bed	18	21
lncrna_rsid1206.bed	28	37
lncrna_rsid1207.bed	20	28
lncrna_rsid1208.bed	28	34
lncrna_rsid1209.bed	22	39
lncrna_rsid1210.bed	20	29
lncrna_rsid1211.bed	23	31
lncrna_rsid1212.bed	27	32
lncrna_rsid1213.bed	16	21
lncrna_rsid1214.bed	17	24
lncrna_rsid1215.bed	15	22
lncrna_rsid1216.bed	18	20
lncrna_rsid1217.bed	20	31
lncrna_rsid1218.bed	13	24
lncrna_rsid1219.bed	17	20
lncrna_rsid1220.bed	26	42
lncrna_rsid1221.bed	16	21
lncrna_rsid1222.bed	17	25
lncrna_rsid1223.bed	13	19
lncrna_rsid1224.bed	17	27
lncrna_rsid1225.bed	22	23
lncrna_rsid1226.bed	21	26
lncrna_rsid1227.bed	20	23
lncrna_rsid1228.bed	19	25
lncrna_rsid1229.bed	16	25
lncrna_rsid1230.bed	26	30
lncrna_rsid1231.bed	26	37
lncrna_rsid1232.bed	28	34
lncrna_rsid1233.bed	16	17
lncrna_rsid1234.bed	25	33
lncrna_rsid1235.bed	19	24
lncrna_rsid1236.bed	20	33
lncrna_rsid1237.bed	15	22
lncrna_rsid1238.bed	19	26
lncrna_rsid1239.bed	27	30
lncrna_rsid1240.bed	19	23
lncrna_rsid1241.bed	16	23
lncrna_rsid1242.bed	20	26
lncrna_rsid1243.bed	17	23
lncrna_rsid1244.bed	27	41
lncrna_rsid1245.bed	17	22
lncrna_rsid1246.bed	27	33
lncrna_rsid1247.bed	17	23
lncrna_rsid1248.bed	16	22
lncrna_rsid1249.bed	18	19
lncrna_rsid1250.bed	25	28
lncrna_rsid1251.bed	21	31
lncrna_rsid1252.bed	21	30
lncrna_rsid1253.bed	16	25
lncrna_rsid1254.bed	12	24
lncrna_rsid1255.bed	11	16
lncrna_rsid1256.bed	18	20
lncrna_rsid1257.bed	24	31
lncrna_rsid1258.bed	16	25
lncrna_rsid1259.bed	26	36
lncrna_rsid1260.bed	18	29
lncrna_rsid1261.bed	24	35
lncrna_rsid1262.bed	19	20
lncrna_rsid1263.bed	16	29
lncrna_rsid1264.bed	22	32
lncrna_rsid1265.bed	20	28
lncrna_rsid1266.bed	21	30
lncrna_rsid1267.bed	23	43
lncrna_rsid1268.bed	17	20
lncrna_rsid1269.bed	22	32
lncrna_rsid1270.bed	25	29
lncrna_rsid1271.bed	13	17
lncrna_rsid1272.bed	16	21
lncrna_rsid1273.bed	26	41
lncrna_rsid1274.bed	27	35
lncrna_rsid1275.bed	18	28
lncrna_rsid1276.bed	18	25
lncrna_rsid1277.bed	10	11
lncrna_rsid1278.bed	20	27
lncrna_rsid1279.bed	18	24
lncrna_rsid1280.bed	24	31
lncrna_rsid1281.bed	24	29
lncrna_rsid1282.bed	21	28
lncrna_rsid1283.bed	22	30
lncrna_rsid1284.bed	25	36
lncrna_rsid1285.bed	25	39
lncrna_rsid1286.bed	22	25
lncrna_rsid1287.bed	25	31
lncrna_rsid1288.bed	27	41
lncrna_rsid1289.bed	29	45
lncrna_rsid1290.bed	19	25
lncrna_rsid1291.bed	20	28
lncrna_rsid1292.bed	20	29
lncrna_rsid1293.bed	16	17
lncrna_rsid1294.bed	21	29
lncrna_rsid1295.bed	13	16
lncrna_rsid1296.bed	24	30
lncrna_rsid1297.bed	27	35
lncrna_rsid1298.bed	23	27
lncrna_rsid1299.bed	23	29
lncrna_rsid1300.bed	28	35
lncrna_rsid1301.bed	20	29
lncrna_rsid1302.bed	24	26
lncrna_rsid1303.bed	17	23
lncrna_rsid1304.bed	23	32
lncrna_rsid1305.bed	17	18
lncrna_rsid1306.bed	15	21
lncrna_rsid1307.bed	21	26
lncrna_rsid1308.bed	22	39
lncrna_rsid1309.bed	19	22
lncrna_rsid1310.bed	25	32
lncrna_rsid1311.bed	17	18
lncrna_rsid1312.bed	18	26
lncrna_rsid1313.bed	23	43
lncrna_rsid1314.bed	11	14
lncrna_rsid1315.bed	26	34
lncrna_rsid1316.bed	17	24
lncrna_rsid1317.bed	25	36
lncrna_rsid1318.bed	21	30
lncrna_rsid1319.bed	21	29
lncrna_rsid1320.bed	20	26
lncrna_rsid1321.bed	22	39
lncrna_rsid1322.bed	29	43
lncrna_rsid1323.bed	17	24
lncrna_rsid1324.bed	20	24
lncrna_rsid1325.bed	20	24
lncrna_rsid1326.bed	15	23
lncrna_rsid1327.bed	19	36
lncrna_rsid1328.bed	24	35
lncrna_rsid1329.bed	14	16
lncrna_rsid1330.bed	21	29
lncrna_rsid1331.bed	20	32
lncrna_rsid1332.bed	17	19
lncrna_rsid1333.bed	24	37
lncrna_rsid1334.bed	22	40
lncrna_rsid1335.bed	22	31
lncrna_rsid1336.bed	18	24
lncrna_rsid1337.bed	23	27
lncrna_rsid1338.bed	18	25
lncrna_rsid1339.bed	14	23
lncrna_rsid1340.bed	29	43
lncrna_rsid1341.bed	18	26
lncrna_rsid1342.bed	16	17
lncrna_rsid1343.bed	25	31
lncrna_rsid1344.bed	22	30
lncrna_rsid1345.bed	15	18
lncrna_rsid1346.bed	21	30
lncrna_rsid1347.bed	19	26
lncrna_rsid1348.bed	23	27
lncrna_rsid1349.bed	22	31
lncrna_rsid1350.bed	21	26
lncrna_rsid1351.bed	23	30
lncrna_rsid1352.bed	17	21
lncrna_rsid1353.bed	20	28
lncrna_rsid1354.bed	17	23
lncrna_rsid1355.bed	25	29
lncrna_rsid1356.bed	27	32
lncrna_rsid1357.bed	18	21
lncrna_rsid1358.bed	21	27
lncrna_rsid1359.bed	28	39
lncrna_rsid1360.bed	22	30
lncrna_rsid1361.bed	19	22
lncrna_rsid1362.bed	13	21
lncrna_rsid1363.bed	22	36
lncrna_rsid1364.bed	20	22
lncrna_rsid1365.bed	17	28
lncrna_rsid1366.bed	17	28
lncrna_rsid1367.bed	16	33
lncrna_rsid1368.bed	20	24
lncrna_rsid1369.bed	23	34
lncrna_rsid1370.bed	21	23
lncrna_rsid1371.bed	27	33
lncrna_rsid1372.bed	17	29
lncrna_rsid1373.bed	27	34
lncrna_rsid1374.bed	22	29
lncrna_rsid1375.bed	15	19
lncrna_rsid1376.bed	25	31
lncrna_rsid1377.bed	15	15
lncrna_rsid1378.bed	21	27
lncrna_rsid1379.bed	16	24
lncrna_rsid1380.bed	25	39
lncrna_rsid1381.bed	21	29
lncrna_rsid1382.bed	29	35
lncrna_rsid1383.bed	19	28
lncrna_rsid1384.bed	15	17
lncrna_rsid1385.bed	21	28
lncrna_rsid1386.bed	18	22
lncrna_rsid1387.bed	18	32
lncrna_rsid1388.bed	18	20
lncrna_rsid1389.bed	21	24
lncrna_rsid1390.bed	19	26
lncrna_rsid1391.bed	24	35
lncrna_rsid1392.bed	15	26
lncrna_rsid1393.bed	28	53
lncrna_rsid1394.bed	16	27
lncrna_rsid1395.bed	27	36
lncrna_rsid1396.bed	23	30
lncrna_rsid1397.bed	22	25
lncrna_rsid1398.bed	26	42
lncrna_rsid1399.bed	18	22
lncrna_rsid1400.bed	25	30
lncrna_rsid1401.bed	14	25
lncrna_rsid1402.bed	17	25
lncrna_rsid1403.bed	18	23
lncrna_rsid1404.bed	17	20
lncrna_rsid1405.bed	21	63
lncrna_rsid1406.bed	18	21
lncrna_rsid1407.bed	21	36
lncrna_rsid1408.bed	23	24
lncrna_rsid1409.bed	15	20
lncrna_rsid1410.bed	19	22
lncrna_rsid1411.bed	26	38
lncrna_rsid1412.bed	22	33
lncrna_rsid1413.bed	21	27
lncrna_rsid1414.bed	20	24
lncrna_rsid1415.bed	27	44
lncrna_rsid1416.bed	24	31
lncrna_rsid1417.bed	24	28
lncrna_rsid1418.bed	24	36
lncrna_rsid1419.bed	16	28
lncrna_rsid1420.bed	18	26
lncrna_rsid1421.bed	19	32
lncrna_rsid1422.bed	27	32
lncrna_rsid1423.bed	27	36
lncrna_rsid1424.bed	22	28
lncrna_rsid1425.bed	24	37
lncrna_rsid1426.bed	18	28
lncrna_rsid1427.bed	18	30
lncrna_rsid1428.bed	22	26
lncrna_rsid1429.bed	23	26
lncrna_rsid1430.bed	16	18
lncrna_rsid1431.bed	23	28
lncrna_rsid1432.bed	19	25
lncrna_rsid1433.bed	22	34
lncrna_rsid1434.bed	26	28
lncrna_rsid1435.bed	17	18
lncrna_rsid1436.bed	30	53
lncrna_rsid1437.bed	21	26
lncrna_rsid1438.bed	27	31
lncrna_rsid1439.bed	29	39
lncrna_rsid1440.bed	22	24
lncrna_rsid1441.bed	17	28
lncrna_rsid1442.bed	22	24
lncrna_rsid1443.bed	15	20
lncrna_rsid1444.bed	17	21
lncrna_rsid1445.bed	24	34
lncrna_rsid1446.bed	28	34
lncrna_rsid1447.bed	12	20
lncrna_rsid1448.bed	22	29
lncrna_rsid1449.bed	23	27
lncrna_rsid1450.bed	21	27
lncrna_rsid1451.bed	24	45
lncrna_rsid1452.bed	20	29
lncrna_rsid1453.bed	22	26
lncrna_rsid1454.bed	27	36
lncrna_rsid1455.bed	22	28
lncrna_rsid1456.bed	21	24
lncrna_rsid1457.bed	32	43
lncrna_rsid1458.bed	21	29
lncrna_rsid1459.bed	23	35
lncrna_rsid1460.bed	22	38
lncrna_rsid1461.bed	25	38
lncrna_rsid1462.bed	17	19
lncrna_rsid1463.bed	14	19
lncrna_rsid1464.bed	26	39
lncrna_rsid1465.bed	26	44
lncrna_rsid1466.bed	17	18
lncrna_rsid1467.bed	25	39
lncrna_rsid1468.bed	23	40
lncrna_rsid1469.bed	20	25
lncrna_rsid1470.bed	22	25
lncrna_rsid1471.bed	22	31
lncrna_rsid1472.bed	21	28
lncrna_rsid1473.bed	23	30
lncrna_rsid1474.bed	19	23
lncrna_rsid1475.bed	25	31
lncrna_rsid1476.bed	23	38
lncrna_rsid1477.bed	27	33
lncrna_rsid1478.bed	21	26
lncrna_rsid1479.bed	17	26
lncrna_rsid1480.bed	24	37
lncrna_rsid1481.bed	21	23
lncrna_rsid1482.bed	21	26
lncrna_rsid1483.bed	27	31
lncrna_rsid1484.bed	27	33
lncrna_rsid1485.bed	18	21
lncrna_rsid1486.bed	23	35
lncrna_rsid1487.bed	25	31
lncrna_rsid1488.bed	22	23
lncrna_rsid1489.bed	17	20
lncrna_rsid1490.bed	16	19
lncrna_rsid1491.bed	16	29
lncrna_rsid1492.bed	17	33
lncrna_rsid1493.bed	15	18
lncrna_rsid1494.bed	22	30
lncrna_rsid1495.bed	22	30
lncrna_rsid1496.bed	26	42
lncrna_rsid1497.bed	22	26
lncrna_rsid1498.bed	18	18
lncrna_rsid1499.bed	17	22
lncrna_rsid1500.bed	26	35
lncrna_rsid1501.bed	20	36
lncrna_rsid1502.bed	12	14
lncrna_rsid1503.bed	19	32
lncrna_rsid1504.bed	17	32
lncrna_rsid1505.bed	19	21
lncrna_rsid1506.bed	24	32
lncrna_rsid1507.bed	18	20
lncrna_rsid1508.bed	16	18
lncrna_rsid1509.bed	15	19
lncrna_rsid1510.bed	28	33
lncrna_rsid1511.bed	21	25
lncrna_rsid1512.bed	17	21
lncrna_rsid1513.bed	11	13
lncrna_rsid1514.bed	13	15
lncrna_rsid1515.bed	24	45
lncrna_rsid1516.bed	23	27
lncrna_rsid1517.bed	17	17
lncrna_rsid1518.bed	24	41
lncrna_rsid1519.bed	20	24
lncrna_rsid1520.bed	28	38
lncrna_rsid1521.bed	21	29
lncrna_rsid1522.bed	16	17
lncrna_rsid1523.bed	19	34
lncrna_rsid1524.bed	20	24
lncrna_rsid1525.bed	22	37
lncrna_rsid1526.bed	26	41
lncrna_rsid1527.bed	23	29
lncrna_rsid1528.bed	18	24
lncrna_rsid1529.bed	22	25
lncrna_rsid1530.bed	26	33
lncrna_rsid1531.bed	21	25
lncrna_rsid1532.bed	19	23
lncrna_rsid1533.bed	27	37
lncrna_rsid1534.bed	26	42
lncrna_rsid1535.bed	17	18
lncrna_rsid1536.bed	20	33
lncrna_rsid1537.bed	28	47
lncrna_rsid1538.bed	18	18
lncrna_rsid1539.bed	19	26
lncrna_rsid1540.bed	14	16
lncrna_rsid1541.bed	17	22
lncrna_rsid1542.bed	25	30
lncrna_rsid1543.bed	21	33
lncrna_rsid1544.bed	18	25
lncrna_rsid1545.bed	21	26
lncrna_rsid1546.bed	16	20
lncrna_rsid1547.bed	21	26
lncrna_rsid1548.bed	21	26
lncrna_rsid1549.bed	29	46
lncrna_rsid1550.bed	25	30
lncrna_rsid1551.bed	20	27
lncrna_rsid1552.bed	33	47
lncrna_rsid1553.bed	23	42
lncrna_rsid1554.bed	18	25
lncrna_rsid1555.bed	24	34
lncrna_rsid1556.bed	20	24
lncrna_rsid1557.bed	20	24
lncrna_rsid1558.bed	19	33
lncrna_rsid1559.bed	26	33
lncrna_rsid1560.bed	19	22
lncrna_rsid1561.bed	21	32
lncrna_rsid1562.bed	33	44
lncrna_rsid1563.bed	26	36
lncrna_rsid1564.bed	26	37
lncrna_rsid1565.bed	20	33
lncrna_rsid1566.bed	26	35
lncrna_rsid1567.bed	16	26
lncrna_rsid1568.bed	29	35
lncrna_rsid1569.bed	11	13
lncrna_rsid1570.bed	23	35
lncrna_rsid1571.bed	13	20
lncrna_rsid1572.bed	23	30
lncrna_rsid1573.bed	22	30
lncrna_rsid1574.bed	19	28
lncrna_rsid1575.bed	22	33
lncrna_rsid1576.bed	28	38
lncrna_rsid1577.bed	16	20
lncrna_rsid1578.bed	25	40
lncrna_rsid1579.bed	21	32
lncrna_rsid1580.bed	30	47
lncrna_rsid1581.bed	20	38
lncrna_rsid1582.bed	19	23
lncrna_rsid1583.bed	28	47
lncrna_rsid1584.bed	15	20
lncrna_rsid1585.bed	21	32
lncrna_rsid1586.bed	17	28
lncrna_rsid1587.bed	19	26
lncrna_rsid1588.bed	12	21
lncrna_rsid1589.bed	13	24
lncrna_rsid1590.bed	21	28
lncrna_rsid1591.bed	25	34
lncrna_rsid1592.bed	22	36
lncrna_rsid1593.bed	26	37
lncrna_rsid1594.bed	17	23
lncrna_rsid1595.bed	23	25
lncrna_rsid1596.bed	22	45
lncrna_rsid1597.bed	22	31
lncrna_rsid1598.bed	24	32
lncrna_rsid1599.bed	25	33
lncrna_rsid1600.bed	20	27
lncrna_rsid1601.bed	24	29
lncrna_rsid1602.bed	22	32
lncrna_rsid1603.bed	13	16
lncrna_rsid1604.bed	26	33
lncrna_rsid1605.bed	17	24
lncrna_rsid1606.bed	18	25
